welfare_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_purpose,welfare_family,welfare_target,welfare_life
WLF00001149,공공산림가꾸기,산림청 산림자원과,"만 18세 이상의 성인 중에서 실업자 또는 정기적인 소득이 없는 일용근로자를 지원합니다.


지원 제외 대상

산림육성의 특성상 기계 장비를 사용해야 하므로 청각, 간질, 정신질환 등의 장애가 있는 지원자
전년도 일자리 참여자 중에서 잦은 결근, 지각, 조퇴, 음주, 근무지 이탈 또는 감독자의 지시에 불응했던 참여자, 근무태도가 불량했던 참여자
고등학교, 대학교(2년제~3년제 대학 및 대학원 포함)에 재학 중인 학생","


지방산림청장, 국유림관리소장 및 시장, 도지사, 군수, 구청장이 선발합니다.
다음은 일반선발 기준입니다.

사업별 자격 및 선발기준에 따라 정함
특별한 기술, 자격 및 경험을 필요로 하는 사업은 경험이 있는 자를 우선 고용할 수 있음


다음은 취업취약계층 우선 선발 기준입니다.

저소득층, 장애인, 장기실직자, 한부모가족 등 취업취약계층의 참여 목표인원(55% 이상)을 사전 확정하여 선발 및 사후관리
모집공고시 취업취약계층 우선 선발을 명시토록 하고, 선발시 취업취약계층 지원자에게 가점 부여 등을 통해 우선 선발


신청자가 많을 경우 우선순위를 고려, 사업시행 기관별로 별도의 선발기준을 마련하여 선발합니다.




","다음은 공공산림 가꾸기 사업유형입니다.

산림 바이오매스 수집단: 공공성이 강한 생활권 주변 산림정비 및 숲 가꾸기 산물 수집
숲 가꾸기 자원 조사단: 산림자원조사 업무 및 산림사업 DB 구축
숲 가꾸기 패트롤: 각종 산림피해(덩굴류, 병해충, 산림재해 등) 및 산림 내 현장민원 처리


산림 바이오매스 수집단, 숲 가꾸기 자원 조사단 사업에 참여한 인부에게는 1일 69,760원을 지급합니다.
숲 가꾸기 패트롤 사업에 참여한 인부에게는 1일 77,760원을 지급합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",경남 산림녹지과,055-211-4285,경남 산림녹지과,,9,12,5,"중장년, 노년, 청년"
WLF00001152,노숙인등 복지지원,보건복지부 자립지원과,노숙인 등의 복지 및 자립지원에 관한 법률제 2조에 따른 노숙인 중 노숙인 시설에 입소해 있는 분을 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","노숙인의 재활/요양시설의 운영을 위해 필요한 종사자의 인건비, 공공요금, 자활 프로그램비를 지원합니다.
노숙인의 재활/요양시설의 환경개선 및 관계법령 기준을 충족하기 위한 시설을 신축 또는 증축 하거나 개수 또는 보수, 장비구입을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,"중장년, 노년, 청년"
WLF00001157,지역자활센터 운영,보건복지부 자립지원과,"지원대상 및 선정기준


지역자활센터 중 지역사회복지사업 및 자활지원사업의 수행능력과 경험 등이 있는 사회복지법인 등 비영리법인과 단체*를 지원합니다.
* 비영리민간단체지원에 관한 법률 2조에 등록된 단체로 정관 및 규약상 해당 사업을 수행할 수 있는 단체","



지역자활센터 중 지역사회복지사업 및 자활지원사업의 수행능력과 경험 등이 있는 사회복지법인 등 비영리법인과 단체*를 지원합니다.
* 비영리민간단체지원에 관한 법률 2조에 등록된 단체로 정관 및 규약상 해당 사업을 수행할 수 있는 단체




","지역자활센터를 운영하는데 필요한 인건비, 관리운영비, 사업비를 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,"노년, 중장년, 청년, 청소년"
WLF00001158,치매치료관리비지원사업,보건복지부 치매정책과,해당 지역 주민(주민등록 기준) 중 보건소(치매상담센터)에 치매환자로 등록된 자로서 치매치료관리비 지원을 받고자 하는 자가 선정기준을 만족하면 지원합니다.," 
 
 
 
다음의 기준을 모두 충족하여야 합니다. 
 
연령기준: 만 60세 이상인 자(초로기 치매 환자도 선정가능) - 초로기 치매환자도 예외적으로 선정 가능하나, 이 경우에도 진단기준과 치료기준, 소득기준은 반드시 충족해야 함 
진단기준 : 의료기관에서 상병코드 F00~F03, G30 중 하나 이상으로 진단을 받은 자 - 반드시 보건소(치매상담센터)에 치매환자로 등록되어 있어야 지원 가능 
치료기준 : 치매치료약 처방전 사본 또는 영수증을 기준으로 치매치료약 복용 여부 확인 
소득기준 :기준 중위소득의 120% 이하인 경우
 - 의료급여수급자는 소득기준을 충족하는 것으로 판정
 - 국민건강보험가입자 중 건강보험료 본인부담액이 치매치료관리비지원 대상자 소득판정기준 이하인 자 
 
보훈대상자 의료지원 대상자에게는 지원하지 않습니다. 
 
 ","치매치료관리비 보험급여분 중 본인부담금(치매약제비 본인부담금 + 약 처방 당일의 진료비 본인부담금)을 월 3만원(연 36만원) 이내에서 실비로 지원합니다. 
치료제는 복용 개월수에 따라 일괄 지급합니다.","거주지 읍/면/동 주민센터, 시군구 보건소(치매안심센터)에서 ‘서비스 신청’",보건복지상담센터,129,보건복지상담센터,http://www.129.go.kr,9,12,5,노년
WLF00001164,기초연금,보건복지부 기초연금과,"만 65세 이상인 어르신으로서소득인정액이 매년 보건복지부장관이 정하여 고시하는 금액 이하인 사람에게지원합니다. 

단, 직역연금 수급권자와 그 배우자는 기초연금 지급대상에서 제외하나, 특례대상과 예외대상에 해당하는 경우는 수급권자의 범위에 포함","



2022년도 선정기준액은 단독가구는 1,800,000원, 부부가구는 2,880,000원이며, 소득인정액은 아래와 같이 계산합니다. 

소득인정액 = 소득평가액 + 재산의 소득환산액
소득평가액 = {0.7 X (근로소득 - 103만원)} + 기타 소득
재산의 소득환산액 = [ {(일반재산 - 기본재산액*) + (금융재산 - 2,000만원) - 부채} X 재산의 소득환산율  12월] + P**
 *기본재산액은 대도시 1억3,500만원, 중소도시 8,500만원, 농어촌 7,250만원 **P는 고급자동차 및 회원권의 가액으로 월 100%의 소득환산율을 적용

직역연금 수급권자 제외 요건은 아래과 같습니다. 

(예외) 다음 어느 하나에 해당하는 직역연금의 수급권자 및 그 배우자는 기초연금 수급권자 범위에 포함
 * 연계퇴직연금 또는 연계퇴직유족연금 수급권자 중 직역재직기간이 10년 미만인 경우 * 유족연금일시금, 장해일시금, 비공무상 장해일시금, 비직무상 장해일시금, 퇴직유족연금일시금, 퇴직유족일시금을 받은 이후 5년이 경과된 경우
(특례) 기초연금 수급권자 대상에서 제외되는 직역연금 수급권자 및 그 배우자 중 아래의 경우에 해당하는 자
 * 1949년 6월 30일 이전 출생자로 종전의 「기초노령연금법」에 따른 기초노령연금 수급권자가 소득인정액이 선정기준액 이하인 경우 * 1996년 6월 30일 이전 출생자로 「장애인연금법」 부칙 제4조에 따른 장애인연금 특례수급권자가 65세에 도달할 당시의 소득인정액이 선정기준액 이하인 경우


","매월 25일에 기준연금액(30만7천5백원)과 국민연금 급여액 등을 고려하여 지급합니다.
기초연금액의 감액은 아래의 경우 이뤄집니다. 

본인과 그 배우자가 모두 기초연금 수급권자인 경우에는 각각의 기초연금액에서 기초연금액의 20%를 감액
소득인정액과 기초연금액(부부2인 수급가구는 부부감액 적용 이후)을 합산한 금액이 선정기준액 이상인 경우에는 선정기준액을 초과하는 금액의 범위에서 기초연금액의 일부를 감액","거주지 읍/면/동 주민센터, 주소지 관할 시군구 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’",국민연금공단,1355,국민연금공단,http://www.nps.or.kr,9,12,5,노년
WLF00001171,아동수당 지급,보건복지부 아동복지정책과,만 8세미만 아동(0~95개월)에게 지급합니다.,"


대한민국 국적을 보유한 아동에게 지급합니다.

「국적법」에 따른 복수국적자 포함
「난민법」에 따른 난민인정자 포함
* 단, 난민인정 신청에 대한 심사진행 중인 경우 등은 제외


「주민등록법」에 따른 주민등록번호가 정상적으로 부여된 아동에게 지원합니다.

사회복지 전산관리번호(의료급여 전산관리번호) 부여 대상자 포함
「주민등록법」에 따른 거주불명자 중 실제 거주지가 확인되는 자 포함






","아동수당은 아동 1인당 월 10만원이 지급됩니다.

지자체장이 조례로 정한 경우 지역화폐로도 지급 가능
아동이 90일 이상 해외에 체류하는 경우 지급이 중단","거주지 읍/면/동 주민센터, 시군구 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,"아동, 영유아, 청소년"
WLF00001181,독거노인종합지원센터운영,보건복지부 노인정책과,"지원대상 

독거노인 관련 사업의 원활한 추진을 위해 관련 전문성을 보유한 기관을 선정하여 지원합니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","지역별 독거노인종합지원센터의 운영비를 지원합니다.
독거노인 사랑잇기사업을 지원합니다.
전화 안부 서비스, 후원물품을 지원합니다.
노인상담전화를 운영합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",독거노인종합지원센터,1661-2129,독거노인종합지원센터,,9,12,5,노년
WLF00001183,다문화보육료지원,보건복지부 보육사업기획과,다문화가족 자녀 중 초등학교 취학전 만 0세~만 5세아를 지원합니다.,"


보호자의 소득수준에 관계없이 지원합니다.
다문화가족의 결혼이민자(인지신고 또는 귀화허가를 받은 자 포함)와 대한민국 국적을 취득한 자 사이에서 출생한 자녀는 동일세대 여부와 상관없이 지원합니다.
다음의 아동에 대해서는 예외적으로 지원할 수 있습니다.

다문화가족의 결혼이민자(인지신고 또는 귀화허가를 받은 자 포함)와 대한민국 국적을 취득한 자 사이에서 출생한 자녀가 아닌 전처 또는 전 남편과의 사이에서 출생한 자녀는 다문화 가족과 동일 세대원으로 생계를 같이 하는 경우 지원 가능
※ 단, 대한민국 국적인 아동에 한해 지원
취학대상(2014.1.1~12.31) 아동이 취학을 유예하는 경우 만 5세아 보육료 재지원 가능






","다음과 같이 지원합니다.

만 0세반: (기본보육) 484,000원 /(야간) 484,000원 /(24시) 726,000원
만 1세반: (기본보육) 426,000원 /(야간) 426,000원 /(24시) 639,000원
만 2세반: (기본보육) 353,000원 /(야간) 353,000원 /(24시) 529,500원
만 3세반: (기본보육) 260,000원 /(야간) 260,000원 /(24시) 390,000원
만 4세반: (기본보육) 260,000원 /(야간) 260,000원 /(24시) 390,000원
만 5세반: (기본보육) 260,000원 /(야간) 260,000원 /(24시) 390,000원","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부,,보건복지부,http://www.mohw.go.kr,9,12,5,영유아
WLF00003185,청소년치료재활센터 운영,여성가족부 청소년보호환경과,"만 9세~만 18세(만 9세 입교일 기준, 만 18세 수료일 기준)로 정서와 행동 영역에서 우울, 불안, 주의력결핍과잉행동장애(ADHD) 등의 문제로 학교생활이나 대인관계에서 어려움을 겪는 청소년과 부모를 지원합니다.","

서류심사와 심층면접, 심리검사를 통해 입교나 퇴교가 판정되며, 입퇴교판정위원회의 심사를 통해 선정합니다.



","정서행동장애 청소년 대상별로 맞춤형 치유ㆍ재활 서비스 제공을 위해 국립중앙청소년디딤센터 운영 사업비 및 인건비를 지원합니다.

장기치유과정 : 오름과정(1개월 1회, 60명), 디딤과정(4개월 2회, 120명)
단기치유과정 : 4박 5일 행복한 힐링캠프, 2박 3일 오지로 찾아가는 행복한 힐링캠프, 9박 10일 대상 특성화 캠프, 사후관리 프로그램","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국립중앙청소년디딤센터,031-333-1900,국립중앙청소년디딤센터,https://www.nyhc.or.kr,9,12,5,"아동, 청소년"
WLF00003187,청소년활동지원,여성가족부 청소년활동진흥과,청소년의 역량 개발을 위한 보편적 사업으로 전체 청소년을 대상으로 지원합니다.,"


청소년 어울림마당, 청소년 동아리활동 등 사업별로 지원 대상 선정기준이 다릅니다.




","지자체 청소년 어울림마당, 청소년 동아리활동을 지원합니다.
청소년활동프로그램 공모사업을 통해 다양한 청소년활동프로그램을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",여성가족부 청소년홛동진흥과,02-2100-6249,여성가족부 청소년홛동진흥과,,9,12,5,"아동, 청년, 청소년"
WLF00003200,청소년동반자프로그램 운영,여성가족부 청소년자립지원과,만 9~24세 청소년을 대상으로 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","찾아가는 전문가 상담(청소년동반자)은 위기 청소년의 삶의 현장(학교, 가정 등)을 직접 찾아가 심리적정서적 지지를 제공합니다.
위기청소년의 문제유형 및 개별 특성을 고려하여 자원을 연계한 후 지속적이며 일관된 서비스를 제공합니다.
청소년동반자와 연계된 위기 청소년에게는 청소년상담복지센터, 학교밖 청소년지원센터와 지역사회 청소년통합지원체계(청소년안전망)의 종합적인 정보와 자원을 모두 활용하여 지원합니다.","거주지 읍/면/동 주민센터, 전국 청소년상담복지센터에서 ‘서비스 신청’",여성가족부 청소년자립지원과,02-2100-6275,여성가족부 청소년자립지원과,,9,12,5,"청소년, 청년, 아동"
WLF00003204,청소년사이버상담센터 운영,여성가족부 청소년자립지원과,만 9~24세 청소년을 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","청소년상담 1388 홈페이지(www.cyber1388.kr)를 통해 사이버채팅 상담, 게시판 상담, 웹 심리검사 등을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’","청소년상담복지센터, 한국청소년상담복지개발원",1388(또는 지역번호 1388),"청소년상담복지센터, 한국청소년상담복지개발원",한국청소년상담복지개발원(www.kyci.or.kr),9,12,5,"청소년, 아동, 청년"
WLF00003205,중장년 기술창업센터 지원,중소벤처기업부,만 40세 이상 (예비)창업자를 지원합니다.,"


만 40세 이상으로서 기술창업 분야의 (예비)창업자 및 (예비)퇴직자입니다.




","중장년 기술창업센터 지원 주관기관 운영비, 창업공간, 상담 및 자원, 커뮤니티 운영, 기술창업교육을 제공합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",K-스타트업,1357(내선번호 3번),K-스타트업,http://www.K-startup.go.kr/,9,12,5,"노년, 중장년"
WLF00003213,인플루엔자 국가예방접종 지원사업,,"만 65세이상 어르신(1956.12.31.이전 출생자)을 지원합니다.
생후6개월~만13세 어린이(2008.1.1.~2021.8.31.출생자)를 지원합니다.

접종일 기준 생후 6개월 이상인 경우만 접종 가능합니다.





임신부는임신 여부를 확인할 수 있는 산모 수첩, 고운맘카드 등을 지참하여야합니다.","


접종대상 상세기준(출생연도)은 매년 보도자료, 인플루엔자 국가예방접종 지원사업 관리지침 등을 통해 사전 안내 및 홍보를 실시합니다.




","인플루엔자 예방접종 1회를 지원합니다.
단, 생후 6개월~만9세 미만 어린이 중 인플루엔자 예방접종을 처음하거나 이전 접종력을 모르는 경우 등은 2회 접종 지원합니다.

예방접종 일정 및 접종횟수는 해당절기 사업안내 시 별도 추가 안내하며, 예진의사와 상담하시기 바랍니다.","거주지 읍/면/동 주민센터, 시도 및 시군구에서 ‘서비스 신청’",예방접종도우미누리집,043-719-8397~8399,예방접종도우미누리집,https://nip.kdca.go.kr/,9,12,5,"노년, 아동, 영유아, 청소년"
WLF00003214,재해위로금지급,국가보훈처 복지정책과,"자연현상으로 인하여 발생한 재해나 거주하고 있는 주택의 화재로 선포된 특별재난지역의 인명 또는 재산상의 피해를 입은 독립유공자, 국가유공자, 518민주유공자, 특수임무유공자 또는 각각 대상자의 유가족 중 선순위자 1인에 한하여 지원합니다.
* 감염병으로 특별재난지역이 선포된 경우 특별재난지역 외의 지역 및 선포 이전의 동일한 사망피해에 대해서도 재해위로금 지급","


선정기준이 되는 재해유형은 다음과 같습니다.

태풍, 홍수, 호우, 강풍, 풍랑, 해일, 대설, 낙뢰, 가뭄, 지진 그 밖의 이에 준하는 자연현상으로 인하여 발생한 재해로 인하여 입은 인명 또는 재산상의 피해
직접 거주하고 있는 주택의 화재로 인하여 입은 인명 또는 재산상의 피해


보훈 대상별 기준은 다음과 같습니다.

독립유공자 또는 유가족 중 선순위자 1명
국가유공자 또는 유가족 중 선순위자 1명
보훈보상대상자 또는 유가족 중 선순위자 1명
「참전유공자 예우 및 단체설립에관한 법률」제3조 적용대상자
518민주유공자 또는 중 선순위자 1명, 특수임무유공자 또는 유가족 중 선순위자 1명






","피해 종류 및 정도에 따라 30만원~500만원을 지원합니다.

인명피해의 경우 사망(실종)은 500만원, 2주 이상 입원치료가 필요한 부상은 30만원 지급
주택피해의 경우 전파의 경우 500만원, 반파는 250만원, 침수는 50만원을 지급
공동주택피해의 경우 2,000만원 초과 피해시 100만원, 1,000만원 초과 2,000만원 이하의 피해시 50만원 지급
기타 재산피해의 경우 대규모 피해(피해액 1,000만원 초과)시 50만원, 소규모 피해(피해액 50만원초과 1,000만원 이하)시 30만원 지급
공동이용시설피해의 경우 대규모 피해(피해액 1,000만원 초과)시, 500만원, 소규모 피해(피해액 500만원 초과) 250만원 지급


단, 농작물, 과수, 수산물 등의 경작이나 양식 실패 등 재해와 직접 관련이 없는 피해, 고의로 인해 발생되거나 확대된 피해와 본채가 아닌 별채 또는 창고 등 부속건물, 빈집, 무허가 등 불법건축물, 건축중인 주택은 재해위로금을 지급하지 않습니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국가보훈처,,국가보훈처,http://www.mpva.go.kr/,9,12,5,"청년, 노년, 중장년"
WLF00003221,보호종료아동 주거지원 통합서비스,보건복지부 아동권리과,"아동양육시설, 공동생활가정, 가정위탁 보호종료 5년 이내 아동 중 선정기준을 모두 충족하는 경우 지원합니다.





선정기준


한국토지주택공사(LH) 매입전세임대주택, 일반 월세주택(반전세 포함) 거주 중인 자(계약 완료 후 2달 이내 거주 예정인 자 포함)를 지원합니다.
재계약을 포함하여 계약 잔여기간이 최소 1년 이상인 자를 지원합니다.","
선정기준을 모두 충족하는 경우 지원합니다.








한국토지주택공사(LH) 매입전세임대주택, 일반 월세주택(반전세 포함) 거주 중인 자(계약 완료 후 2달 이내 거주 예정인 자 포함)를 지원합니다.
재계약을 포함하여 계약 잔여기간이 최소 1년 이상인 자를 지원합니다.





","주거지원은 한국토지주택공사(LH) 매입임대주택 및 전세임대주택 월 임대료를 지원합니다.
 사례관리 기간 동안 매월 15~20만원 상당 임대료 실비 지원(지역별 차등지원)
주거환경조성은 물품 유지관리, 물품지원 등(1호당 50만원)을 지원합니다.
사례관리는 개별 대상자 특성을 고려한 복지급여(서비스) 연계 및 자립지원 서비스 제공하며 대상자 1인당 매월 20만원 사례관리비를 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",아동권리보장원 자립지원부(주거지원 담당),"02-6283-0454, 0448",아동권리보장원 자립지원부(주거지원 담당),www.ncrc.or.kr,9,12,5,"청년, 청소년"
WLF00003235,입양아동 양육수당 지원,보건복지부 아동복지정책과,입양특례법상 허가를 받은 입양기관을 통해서 법에서 정한 요건과 절차를 갖추어 국내에 입양한 가정에 지원합니다.,"


입양특례법의 요건과 절차를 갖추어 입양한 입양아동이 만 18세가 될 때까지 지원합니다.

만 18세가 될 때까지 지원하고, 중지일(생일)이 속하는 달의 급여는 전액 지급
장애아동 양육보조금과 동시 지급 가능


민법에 의한 입양아동 및 해외이주 신고로 주민등록이 말소된 자는 지원대상에서 제외됩니다.




",월 15만원의 양육수당을 지급합니다.,"거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,"아동, 청소년, 영유아"
WLF00003236,청소년전화1388 및 모바일문자상담 운영,여성가족부 청소년자립지원과,만 9~24세 청소년을 지원합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","다음과 같은 서비스를 제공합니다.

전화상담 제공: 지역번호 + 1388
휴대전화 문자상담 제공: #1388로 문자 발송
카카오톡 상담 제공: 카카오톡 플러스친구에서 #1388과 친구맺기 후 카카오톡으로 메시지 전송
청소년상담 1388 홈페이지(www.cyber1388.kr)에서 사이버채팅상담 제공
청소년상담복지센터의 내방 상담 및 지역자원연계 서비스 제공","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’","청소년상담복지센터, 한국청소년상담복지개발원",1388(또는 지역번호 1388),"청소년상담복지센터, 한국청소년상담복지개발원",한국청소년상담복지개발원(www.kyci.or.kr),9,12,5,"청년, 아동, 청소년"
WLF00003241,노후긴급자금 대부사업,보건복지부 국민연금정책과,"지원대상 및 선정기준


만 60세 이상의 국민연금 수급자를 지원합니다.

실 소요액으로 연간 연금수령액의 2배 이내(최고 1,000만원)","



만 60세 이상의 국민연금 수급자를 지원합니다.

실 소요액으로 연간 연금수령액의 2배 이내(최고 1,000만원)






","의료비, 배우자 장제비, 전·월세 보증금, 재해복구비 용도의 긴급생활자금을 1천만원 이내로 빌려줍니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국민연금공단,1355,국민연금공단,http://www.nps.or.kr,9,12,5,"중장년, 노년"
WLF00003242,어린이 국가예방접종 지원사업,,"만 12세 이하 어린이에게 지원합니다.

2021년 기준, 2008년 1월 1일 이후 출생자","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","주소지와 상관없이 보건소 및 지정 의료기관에서 받은 국가예방접종 비용(백신비 및 예방접종 시행비용) 전액을 무료로 지원합니다.
2021년 지원대상 백신(16종)은 다음과 같습니다.

결핵(BCG, 피내용), B형간염(HepB), 디프테리아/파상풍/백일해(DTaP), 파상풍/디프테리아(Td), 파상풍/디프테리아/백일해(Tdap), 폴리오(IPV), 디프테리아/파상풍/백일해/폴리오(DTaP-IPV), 디프테리아/파상풍/백일해/폴리오/b형헤모필루스인플루엔자(DTaP-IPV/Hib), b형헤모필루스인플루엔자(Hib), 폐렴구균(PCV), 홍역/유행성이하선염/풍진(MMR), 수두(VAR), 일본뇌염 불활성화 백신(IJEV), 일본뇌염 약독화 생백신(LJEV), A형간염(HepA), 사람유두종바이러스(HPV)


지원 미대상 백신은 다음과 같으며, 비용은 본인이 전액 부담합니다.

결핵 경피용 백신, 로타바이러스 백신 등


아래와 같은 내용도 지원합니다.

예방접종도우미 누리집에서 무료 예방접종증명서 발급(국문 및 영문) 가능
문자수신 동의자에 한하여 다음 예방접종 사전알림 및 누락접종 안내 문자서비스를 지원
* 만약, 다국어 문자서비스를 희망할 경우 접종기관에 휴대전화번호 및 희망언어를 등록 요청해야 합","거주지 읍/면/동 주민센터, 시도 및 시군구에서 ‘서비스 신청’",질병관리청 1339 콜센터,국번없이 1339,질병관리청 1339 콜센터,https://kdca.go.kr,9,12,5,"아동, 영유아, 청소년"
WLF00003245,국민취업지원제도,고용노동부,"저소득 구직자, 청년, 경력단절여성 등 취업 취약계층을지원합니다.","


Ⅰ유형, Ⅱ유형으로 나뉘어져 유형별 아래의 선정기준을 따릅니다.

Ⅰ유형
 ① 요건심사형: 15~69세 구직자 중 중위소득 50%이하,가구단위 재산 3억 이하이며 취업 경험이 있는 사람
 ② 선발형
  -청년층: 기준중위소득 50% 초과~100%이하, 가구단위 재산 3억이하의18~34세 구직자
  -비경제활동인구: 기준중위소득 50%이하, 가구단위 재산 3억이하의 15~69세 구직자
Ⅱ유형: Ⅰ유형에 해당되지 않는 기준 중위소득 100% 이하의 구직자
* 청년의 경우 소득요건 없음






","취업지원서비스는 다음과 같은 내용을 지원합니다.

취업의욕 고취를 위한 각종 심리취업진로상담
직업훈련, 창업지원 및 그 밖의 일경험 프로그램
고용복지 연계 프로그램
취업 시 취업성공수당 지급, 미취업시 취업정보 제공 등


수당지원은 유형에 따라 다음과 같은 내용을 지원합니다.

Ⅰ유형: 300만원의 구직촉진수당 지급(50만원*6개월)
Ⅱ유형: 취업활동비용 15~195.4만원*
* 1단계 참여수당 15~25만원, 직업훈련 참여 시 최대 195.4만원 지원(월 28.4만원*6개월)","거주지 읍/면/동 주민센터, 거주지 관할 고용센터에서 ‘서비스 신청’",고용노동부 고객상담센터,1350,고용노동부 고객상담센터,http://www.moel.go.kr/,9,12,5,"청소년, 청년, 중장년, 노년"
WLF00003246,청소년산모 임신·출산 의료비 지원,보건복지부 출산정책과,임신확인서로 임신이 확인된 만 19세 이하의 청소년산모에게 지원합니다.,"


만 19세 이하 산모로 청소년산모 임신 출산 의료비 지원 신청했을 경우 지원합니다.
* 임신확인서 상 임신확인일 기준으로 만19세 이하까지





",임신 1회당 의료비를 120만원 이내로 지원합니다.,"거주지 읍/면/동 주민센터, 사회보장정보원(국가바우처 운영관리시스템)에서 ‘서비스 신청’",사회서비스바우처,,사회서비스바우처,http://www.socialservice.or.kr,9,12,5,"임신 · 출산, 청소년, 아동"
WLF00003250,만0-5세 보육료지원사업,보건복지부 보육사업기획과,"어린이집을 이용하는 만 0~5세 아동의 보육료를 지원합니다.
2021년 만 0세에서 5세아동의 연령구분은 다음과 같습니다.(22년 2월까지 적용)

만 0세 : 20. 01. 01. 이후 출생 아동
만 1세 : 19. 01. 01. ~ 19. 12. 31.까지의 출생 아동
만 2세 : 18. 01. 01. ~ 18. 12. 31.까지의 출생 아동
만 3세 : 17. 01. 01. ~ 17. 12. 31.까지의 출생아동
만 4세 : 16. 01. 01. ~ 16. 12. 31.까지의 출생 아동
만 5세 : 15. 01. 01. ~ 15. 12. 31.까지의 출생 아동(취학유예아동인 경우 14. 1. 1. ~ 14. 12. 31.)
취학아동(방과후보육료) : 14. 01. 01. ~ 08. 12. 31.까지의 출생 아동


단, 유치원과 어린이집 등에서 누리과정을 제공 받는 유아에 대한 무상보육기간은 3년을 초과할 수 없습니다.","


지자체에 보육료 지원을 신청한 날부터 지원. 단, 양육수당에서 보육료로 변경 신청한 경우에는, 15일 이전에 신청하면 신청일부터 해당 월 보육료를 지원, 16일 이후에는 익월 1일부터 지원합니다.

보육서비스(보육료, 양육수당, 유아학비, 아이돌봄)간 변경 기준이 상이하므로 상세한 사항은 보건복지상담센터(129)또는 지자체에 문의


보육료는 신청일부터 지원 가능하므로 어린이집 이용 전 사전 신청이 필요합니다.

보육료 신청보다 어린이집에 먼저 입소한 경우 보육료 신청일 기준 지원






","만0세반~만2세반은 2021년에 아래와 같이 지원합니다.

만0세반 : (기본보육) 484,000원 / (야간) 484,000원 / (24시) 726,000원
만1세반 : (기본보육) 426,000원 / (야간) 426,000원 / (24시) 639,000원
만2세반 : (기본보육) 353,000원 / (야간) 353,000원 / (24시) 529,500원


만3세반~만5세반은 2021년 2월까지 아래와 같이 지원합니다.

만3세반 : (기본보육) 240,000원 / (야간) 240,000원 / (24시) 360,000원
만4세반 : (기본보육) 240,000원 / (야간) 240,000원 / (24시) 360,000원
만5세반 : (기본보육) 240,000원 / (야간) 240,000원 / (24시) 360,000원


만3세반~만5세반은 2021년 3월부터 아래와 같이 지원합니다.

만3세반 : (기본보육) 260,000원 / (야간) 260,000원 / (24시) 390,000원
만4세반 : (기본보육) 260,000원 / (야간) 260,000원 / (24시) 390,000원
만5세반 : (기본보육) 260,000원 / (야간) 260,000원 / (24시) 390,000원","거주지 읍/면/동 주민센터,  또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,http://www.129.go.kr,9,12,5,영유아
